Event Time, Symbol, Funding Rate, Yearly Funding Rate
19:37:36, WIFUSDT, -8.814e-05, -9.651330000000002
19:37:39, WIFUSDT, -8.814e-05, -9.651330000000002
19:44:36, WIFUSDT, -7.507e-05, -8.220165
19:44:39, WIFUSDT, -7.507e-05, -8.220165
19:44:42, WIFUSDT, -7.507e-05, -8.220165
19:44:45, WIFUSDT, -7.507e-05, -8.220165
19:44:48, WIFUSDT, -7.507e-05, -8.220165
19:44:51, WIFUSDT, -7.507e-05, -8.220165
19:44:54, WIFUSDT, -7.507e-05, -8.220165
19:44:57, WIFUSDT, -7.507e-05, -8.220165
19:51:57, WIFUSDT, -6.528e-05, -7.148159999999999
19:52:00, WIFUSDT, -6.528e-05, -7.148159999999999
19:52:03, WIFUSDT, -5.774e-05, -6.3225299999999995
19:53:21, WIFUSDT, -5.6e-05, -6.132
19:53:24, WIFUSDT, -5.6e-05, -6.132
19:53:27, WIFUSDT, -5.6e-05, -6.132
19:53:30, WIFUSDT, -5.6e-05, -6.132
19:53:33, WIFUSDT, -5.6e-05, -6.132
19:53:36, WIFUSDT, -5.6e-05, -6.132
19:53:36, WIFUSDT, -5.6e-05, -6.132
19:53:39, WIFUSDT, -5.6e-05, -6.132
19:53:42, WIFUSDT, -5.6e-05, -6.132
19:53:42, WIFUSDT, -5.6e-05, -6.132
19:53:45, WIFUSDT, -5.6e-05, -6.132
19:53:48, WIFUSDT, -5.6e-05, -6.132
19:53:51, WIFUSDT, -5.6e-05, -6.132
19:53:51, WIFUSDT, -5.6e-05, -6.132
19:53:54, WIFUSDT, -5.6e-05, -6.132
19:53:57, WIFUSDT, -5.6e-05, -6.132
19:54:00, WIFUSDT, -5.6e-05, -6.132
19:54:03, WIFUSDT, -5.6e-05, -6.132
19:54:06, WIFUSDT, -5.6e-05, -6.132
19:54:06, WIFUSDT, -5.6e-05, -6.132
19:54:09, WIFUSDT, -5.6e-05, -6.132
19:54:09, WIFUSDT, -5.6e-05, -6.132
19:54:12, WIFUSDT, -5.6e-05, -6.132
19:54:15, WIFUSDT, -5.6e-05, -6.132
19:54:15, WIFUSDT, -5.6e-05, -6.132
19:54:18, WIFUSDT, -5.6e-05, -6.132
19:54:21, WIFUSDT, -5.6e-05, -6.132
19:54:21, WIFUSDT, -5.6e-05, -6.132
19:54:24, WIFUSDT, -5.6e-05, -6.132
19:54:24, WIFUSDT, -5.6e-05, -6.132
19:54:27, WIFUSDT, -5.6e-05, -6.132
19:54:30, WIFUSDT, -5.6e-05, -6.132
19:54:33, WIFUSDT, -5.6e-05, -6.132
19:54:36, WIFUSDT, -5.6e-05, -6.132
19:54:39, WIFUSDT, -5.6e-05, -6.132
19:54:42, WIFUSDT, -5.6e-05, -6.132
19:54:45, WIFUSDT, -5.6e-05, -6.132
19:54:48, WIFUSDT, -5.6e-05, -6.132
19:54:51, WIFUSDT, -5.6e-05, -6.132
19:54:54, WIFUSDT, -5.6e-05, -6.132
19:54:57, WIFUSDT, -5.6e-05, -6.132
19:55:00, WIFUSDT, -5.6e-05, -6.132
19:55:03, WIFUSDT, -5.48e-05, -6.0005999999999995
19:55:06, WIFUSDT, -5.48e-05, -6.0005999999999995
19:55:09, WIFUSDT, -5.48e-05, -6.0005999999999995
19:55:12, WIFUSDT, -5.48e-05, -6.0005999999999995
19:55:15, WIFUSDT, -5.48e-05, -6.0005999999999995
19:55:18, WIFUSDT, -5.48e-05, -6.0005999999999995
19:55:21, WIFUSDT, -5.48e-05, -6.0005999999999995
19:55:24, WIFUSDT, -5.48e-05, -6.0005999999999995
19:55:27, WIFUSDT, -5.48e-05, -6.0005999999999995
19:55:30, WIFUSDT, -5.48e-05, -6.0005999999999995
19:55:33, WIFUSDT, -5.48e-05, -6.0005999999999995
19:55:36, WIFUSDT, -5.48e-05, -6.0005999999999995
19:55:39, WIFUSDT, -5.48e-05, -6.0005999999999995
19:55:42, WIFUSDT, -5.48e-05, -6.0005999999999995
19:55:45, WIFUSDT, -5.48e-05, -6.0005999999999995
19:55:48, WIFUSDT, -5.48e-05, -6.0005999999999995
19:55:51, WIFUSDT, -5.48e-05, -6.0005999999999995
19:55:54, WIFUSDT, -5.48e-05, -6.0005999999999995
19:55:57, WIFUSDT, -5.48e-05, -6.0005999999999995
19:56:00, WIFUSDT, -5.48e-05, -6.0005999999999995
19:56:03, WIFUSDT, -6.006e-05, -6.576569999999999
19:56:06, WIFUSDT, -6.006e-05, -6.576569999999999
19:56:09, WIFUSDT, -6.006e-05, -6.576569999999999
19:56:12, WIFUSDT, -6.006e-05, -6.576569999999999
19:56:15, WIFUSDT, -6.006e-05, -6.576569999999999
19:56:18, WIFUSDT, -6.006e-05, -6.576569999999999
19:56:21, WIFUSDT, -6.006e-05, -6.576569999999999
19:56:24, WIFUSDT, -6.006e-05, -6.576569999999999
19:56:27, WIFUSDT, -6.006e-05, -6.576569999999999
19:56:30, WIFUSDT, -6.006e-05, -6.576569999999999
19:56:33, WIFUSDT, -6.006e-05, -6.576569999999999
19:56:36, WIFUSDT, -6.006e-05, -6.576569999999999
19:56:39, WIFUSDT, -6.006e-05, -6.576569999999999
19:56:42, WIFUSDT, -6.006e-05, -6.576569999999999
19:56:45, WIFUSDT, -6.006e-05, -6.576569999999999
19:56:48, WIFUSDT, -6.006e-05, -6.576569999999999
19:56:51, WIFUSDT, -6.006e-05, -6.576569999999999
19:56:54, WIFUSDT, -6.006e-05, -6.576569999999999
19:56:57, WIFUSDT, -6.006e-05, -6.576569999999999
19:57:00, WIFUSDT, -6.006e-05, -6.576569999999999
19:57:03, WIFUSDT, -5.73e-05, -6.274350000000001
19:57:06, WIFUSDT, -5.73e-05, -6.274350000000001
19:57:09, WIFUSDT, -5.73e-05, -6.274350000000001
19:57:12, WIFUSDT, -5.73e-05, -6.274350000000001
19:57:15, WIFUSDT, -5.73e-05, -6.274350000000001
19:57:18, WIFUSDT, -5.73e-05, -6.274350000000001
19:57:21, WIFUSDT, -5.73e-05, -6.274350000000001
19:57:24, WIFUSDT, -5.73e-05, -6.274350000000001
19:57:27, WIFUSDT, -5.73e-05, -6.274350000000001
19:57:30, WIFUSDT, -5.73e-05, -6.274350000000001
19:57:33, WIFUSDT, -5.73e-05, -6.274350000000001
19:57:36, WIFUSDT, -5.73e-05, -6.274350000000001
19:57:39, WIFUSDT, -5.73e-05, -6.274350000000001
19:57:42, WIFUSDT, -5.73e-05, -6.274350000000001
19:57:45, WIFUSDT, -5.73e-05, -6.274350000000001
19:57:48, WIFUSDT, -5.73e-05, -6.274350000000001
19:57:51, WIFUSDT, -5.73e-05, -6.274350000000001
19:57:54, WIFUSDT, -5.73e-05, -6.274350000000001
19:57:57, WIFUSDT, -5.73e-05, -6.274350000000001
19:58:00, WIFUSDT, -5.73e-05, -6.274350000000001
19:58:03, WIFUSDT, -5.73e-05, -6.274350000000001
19:58:06, WIFUSDT, -5.73e-05, -6.274350000000001
19:58:09, WIFUSDT, -5.73e-05, -6.274350000000001
19:58:12, WIFUSDT, -5.73e-05, -6.274350000000001
19:58:15, WIFUSDT, -5.73e-05, -6.274350000000001
19:58:18, WIFUSDT, -5.73e-05, -6.274350000000001
19:58:21, WIFUSDT, -5.73e-05, -6.274350000000001
19:58:24, WIFUSDT, -5.73e-05, -6.274350000000001
19:58:27, WIFUSDT, -5.73e-05, -6.274350000000001
19:58:30, WIFUSDT, -5.73e-05, -6.274350000000001
19:58:33, WIFUSDT, -5.73e-05, -6.274350000000001
19:58:36, WIFUSDT, -5.73e-05, -6.274350000000001
19:58:39, WIFUSDT, -5.73e-05, -6.274350000000001
19:58:42, WIFUSDT, -5.73e-05, -6.274350000000001
19:58:45, WIFUSDT, -5.73e-05, -6.274350000000001
19:58:48, WIFUSDT, -5.73e-05, -6.274350000000001
19:58:51, WIFUSDT, -5.73e-05, -6.274350000000001
19:58:54, WIFUSDT, -5.73e-05, -6.274350000000001
19:58:57, WIFUSDT, -5.73e-05, -6.274350000000001
19:59:00, WIFUSDT, -5.73e-05, -6.274350000000001
19:59:03, WIFUSDT, -5.19e-05, -5.68305
19:59:06, WIFUSDT, -5.19e-05, -5.68305
19:59:09, WIFUSDT, -5.19e-05, -5.68305
19:59:12, WIFUSDT, -5.19e-05, -5.68305
19:59:15, WIFUSDT, -5.19e-05, -5.68305
19:59:18, WIFUSDT, -5.19e-05, -5.68305
19:59:21, WIFUSDT, -5.19e-05, -5.68305
19:59:24, WIFUSDT, -5.19e-05, -5.68305
19:59:27, WIFUSDT, -5.19e-05, -5.68305
19:59:30, WIFUSDT, -5.19e-05, -5.68305
19:59:33, WIFUSDT, -5.19e-05, -5.68305
19:59:36, WIFUSDT, -5.19e-05, -5.68305
19:59:39, WIFUSDT, -5.19e-05, -5.68305
19:59:42, WIFUSDT, -5.19e-05, -5.68305
19:59:45, WIFUSDT, -5.19e-05, -5.68305
19:59:48, WIFUSDT, -5.19e-05, -5.68305
19:59:51, WIFUSDT, -5.19e-05, -5.68305
19:59:54, WIFUSDT, -5.19e-05, -5.68305
19:59:57, WIFUSDT, -5.19e-05, -5.68305
20:00:00, WIFUSDT, -5.19e-05, -5.68305
20:00:03, WIFUSDT, -4.945e-05, -5.414775000000001
20:00:06, WIFUSDT, -4.945e-05, -5.414775000000001
