Event Time, Symbol, Funding Rate, Yearly Funding Rate
19:54:21, BTCUSDT, 5.522e-05, 6.04659
19:54:24, BTCUSDT, 5.522e-05, 6.04659
19:54:27, BTCUSDT, 5.522e-05, 6.04659
19:54:30, BTCUSDT, 5.522e-05, 6.04659
19:54:33, BTCUSDT, 5.522e-05, 6.04659
19:54:36, BTCUSDT, 5.522e-05, 6.04659
19:54:39, BTCUSDT, 5.522e-05, 6.04659
19:54:42, BTCUSDT, 5.522e-05, 6.04659
19:54:45, BTCUSDT, 5.522e-05, 6.04659
19:54:48, BTCUSDT, 5.522e-05, 6.04659
19:54:51, BTCUSDT, 5.522e-05, 6.04659
19:54:54, BTCUSDT, 5.522e-05, 6.04659
19:54:57, BTCUSDT, 5.522e-05, 6.04659
19:55:00, BTCUSDT, 5.536e-05, 6.061919999999999
19:55:03, BTCUSDT, 5.536e-05, 6.061919999999999
19:55:06, BTCUSDT, 5.536e-05, 6.061919999999999
19:55:09, BTCUSDT, 5.536e-05, 6.061919999999999
19:55:12, BTCUSDT, 5.536e-05, 6.061919999999999
19:55:15, BTCUSDT, 5.536e-05, 6.061919999999999
19:55:18, BTCUSDT, 5.536e-05, 6.061919999999999
19:55:21, BTCUSDT, 5.536e-05, 6.061919999999999
19:55:24, BTCUSDT, 5.536e-05, 6.061919999999999
19:55:27, BTCUSDT, 5.536e-05, 6.061919999999999
19:55:30, BTCUSDT, 5.536e-05, 6.061919999999999
19:55:33, BTCUSDT, 5.536e-05, 6.061919999999999
19:55:36, BTCUSDT, 5.536e-05, 6.061919999999999
19:55:39, BTCUSDT, 5.536e-05, 6.061919999999999
19:55:42, BTCUSDT, 5.536e-05, 6.061919999999999
19:55:45, BTCUSDT, 5.536e-05, 6.061919999999999
19:55:48, BTCUSDT, 5.536e-05, 6.061919999999999
19:55:51, BTCUSDT, 5.536e-05, 6.061919999999999
19:55:54, BTCUSDT, 5.536e-05, 6.061919999999999
19:55:57, BTCUSDT, 5.536e-05, 6.061919999999999
19:56:00, BTCUSDT, 5.552e-05, 6.07944
19:56:03, BTCUSDT, 5.552e-05, 6.07944
19:56:06, BTCUSDT, 5.552e-05, 6.07944
19:56:09, BTCUSDT, 5.552e-05, 6.07944
19:56:12, BTCUSDT, 5.552e-05, 6.07944
19:56:15, BTCUSDT, 5.552e-05, 6.07944
19:56:18, BTCUSDT, 5.552e-05, 6.07944
19:56:21, BTCUSDT, 5.552e-05, 6.07944
19:56:24, BTCUSDT, 5.552e-05, 6.07944
19:56:27, BTCUSDT, 5.552e-05, 6.07944
19:56:30, BTCUSDT, 5.552e-05, 6.07944
19:56:33, BTCUSDT, 5.552e-05, 6.07944
19:56:36, BTCUSDT, 5.552e-05, 6.07944
19:56:39, BTCUSDT, 5.552e-05, 6.07944
19:56:42, BTCUSDT, 5.552e-05, 6.07944
19:56:45, BTCUSDT, 5.552e-05, 6.07944
19:56:48, BTCUSDT, 5.552e-05, 6.07944
19:56:51, BTCUSDT, 5.552e-05, 6.07944
19:56:54, BTCUSDT, 5.552e-05, 6.07944
19:56:57, BTCUSDT, 5.552e-05, 6.07944
19:57:00, BTCUSDT, 5.586e-05, 6.11667
19:57:03, BTCUSDT, 5.586e-05, 6.11667
19:57:06, BTCUSDT, 5.586e-05, 6.11667
19:57:09, BTCUSDT, 5.586e-05, 6.11667
19:57:12, BTCUSDT, 5.586e-05, 6.11667
19:57:15, BTCUSDT, 5.586e-05, 6.11667
19:57:18, BTCUSDT, 5.586e-05, 6.11667
19:57:21, BTCUSDT, 5.586e-05, 6.11667
19:57:24, BTCUSDT, 5.586e-05, 6.11667
19:57:27, BTCUSDT, 5.586e-05, 6.11667
19:57:30, BTCUSDT, 5.586e-05, 6.11667
19:57:33, BTCUSDT, 5.586e-05, 6.11667
19:57:36, BTCUSDT, 5.586e-05, 6.11667
19:57:39, BTCUSDT, 5.586e-05, 6.11667
19:57:42, BTCUSDT, 5.586e-05, 6.11667
19:57:45, BTCUSDT, 5.586e-05, 6.11667
19:57:48, BTCUSDT, 5.586e-05, 6.11667
19:57:51, BTCUSDT, 5.586e-05, 6.11667
19:57:54, BTCUSDT, 5.586e-05, 6.11667
19:57:57, BTCUSDT, 5.586e-05, 6.11667
19:58:00, BTCUSDT, 5.646e-05, 6.182370000000001
19:58:03, BTCUSDT, 5.646e-05, 6.182370000000001
19:58:06, BTCUSDT, 5.646e-05, 6.182370000000001
19:58:09, BTCUSDT, 5.646e-05, 6.182370000000001
19:58:12, BTCUSDT, 5.646e-05, 6.182370000000001
19:58:15, BTCUSDT, 5.646e-05, 6.182370000000001
19:58:18, BTCUSDT, 5.646e-05, 6.182370000000001
19:58:21, BTCUSDT, 5.646e-05, 6.182370000000001
19:58:24, BTCUSDT, 5.646e-05, 6.182370000000001
19:58:27, BTCUSDT, 5.646e-05, 6.182370000000001
19:58:30, BTCUSDT, 5.646e-05, 6.182370000000001
19:58:33, BTCUSDT, 5.646e-05, 6.182370000000001
19:58:36, BTCUSDT, 5.646e-05, 6.182370000000001
19:58:39, BTCUSDT, 5.646e-05, 6.182370000000001
19:58:42, BTCUSDT, 5.646e-05, 6.182370000000001
19:58:45, BTCUSDT, 5.646e-05, 6.182370000000001
19:58:48, BTCUSDT, 5.646e-05, 6.182370000000001
19:58:51, BTCUSDT, 5.646e-05, 6.182370000000001
19:58:54, BTCUSDT, 5.646e-05, 6.182370000000001
19:58:57, BTCUSDT, 5.646e-05, 6.182370000000001
19:59:00, BTCUSDT, 5.646e-05, 6.182370000000001
19:59:03, BTCUSDT, 5.646e-05, 6.182370000000001
19:59:06, BTCUSDT, 5.646e-05, 6.182370000000001
19:59:09, BTCUSDT, 5.646e-05, 6.182370000000001
19:59:12, BTCUSDT, 5.646e-05, 6.182370000000001
19:59:15, BTCUSDT, 5.646e-05, 6.182370000000001
19:59:18, BTCUSDT, 5.646e-05, 6.182370000000001
19:59:21, BTCUSDT, 5.646e-05, 6.182370000000001
19:59:24, BTCUSDT, 5.646e-05, 6.182370000000001
19:59:27, BTCUSDT, 5.646e-05, 6.182370000000001
19:59:30, BTCUSDT, 5.646e-05, 6.182370000000001
19:59:33, BTCUSDT, 5.646e-05, 6.182370000000001
19:59:36, BTCUSDT, 5.646e-05, 6.182370000000001
19:59:39, BTCUSDT, 5.646e-05, 6.182370000000001
19:59:42, BTCUSDT, 5.646e-05, 6.182370000000001
19:59:45, BTCUSDT, 5.646e-05, 6.182370000000001
19:59:48, BTCUSDT, 5.646e-05, 6.182370000000001
19:59:51, BTCUSDT, 5.646e-05, 6.182370000000001
19:59:54, BTCUSDT, 5.646e-05, 6.182370000000001
19:59:57, BTCUSDT, 5.646e-05, 6.182370000000001
20:00:00, BTCUSDT, 5.666e-05, 6.204270000000001
20:00:03, BTCUSDT, 5.666e-05, 6.204270000000001
20:00:06, BTCUSDT, 5.666e-05, 6.204270000000001
